review_length,rating,num_exclamation_marks,contains_question_mark,uppercase_ratio,helpful_votes,is_helpful
101,2,0,0,0.03472222222,0,0
101,2,0,0,0.02362204724,3,1
101,3,2,0,0.04622871046,1,0
101,4,0,0,0.0297029703,4,1
101,4,1,0,0.01558441558,0,0
101,4,0,0,0.02064220183,4,1
101,5,0,0,0.01895734597,3,1
101,5,0,0,0.02313624679,1,0
101,5,4,0,0.06040268456,2,0
101,5,0,0,0.0445026178,0,0
101,5,1,0,0.03181818182,0,0
101,5,1,0,0.02977667494,2,0
101,5,0,0,0.009367681499,3,1
101,5,3,0,0.06636155606,4,1
101,5,0,0,0.02876106195,9,1
100,1,0,0,0.01799485861,22,1
100,1,1,0,0.03303964758,4,1
100,1,1,0,0.04175824176,1,0
100,2,0,0,0.0477326969,2,0
100,3,0,0,0.02031602709,0,0
100,3,0,0,0.01746724891,1,0
100,3,0,0,0.02094240838,0,0
100,4,0,0,0.02570093458,3,1
100,5,1,0,0.01990049751,6,1
100,5,2,0,0.02445652174,0,0
100,5,2,0,0.02696078431,0,0
100,5,0,0,0.02558635394,1,0
100,5,0,0,0.02981651376,1,0
100,5,0,0,0.02777777778,3,1
100,5,0,0,0.01918976546,12,1
100,5,2,0,0.07468879668,3,1
100,5,2,0,0.0275,0,0
100,5,1,0,0.03970223325,10,1
99,1,0,0,0.0756097561,2,0
99,1,6,1,0.05594405594,3,1
99,3,0,0,0.02452316076,10,1
99,4,4,1,0.02676399027,9,1
99,5,3,0,0.03466666667,3,1
99,5,1,0,0.02850356295,7,1
99,5,6,0,0.05555555556,1,0
99,5,0,0,0.05405405405,1,0
99,5,2,0,0.02380952381,8,1
99,5,6,0,0.0296803653,0,0
99,5,1,0,0.04096385542,3,1
99,5,1,0,0.0214797136,11,1
98,1,0,0,0.1291028446,2,0
98,1,0,0,0.03562340967,4,1
98,1,0,0,0.0637254902,7,1
98,1,1,0,0.05925925926,3,1
98,3,0,1,0.03982300885,0,0
98,4,0,0,0.02604166667,5,1
98,5,0,0,0.03064066852,0,0
98,5,0,0,0.01678657074,12,1
98,5,0,0,0.02570093458,0,0
98,5,0,0,0.02093023256,2,0
98,5,1,1,0.02597402597,1,0
98,5,2,0,0.08142493639,3,1
98,5,0,0,0.02638522427,0,0
98,5,0,0,0.06730769231,3,1
98,5,1,0,0.02200488998,0,0
98,5,0,0,0.0175,14,1
98,5,5,0,0.03157894737,0,0
98,5,1,0,0.01680672269,7,1
98,5,1,0,0.03814713896,17,1
98,5,0,0,0.02205882353,3,1
97,1,0,0,0.002631578947,3,1
97,1,1,1,0.05023923445,5,1
97,2,1,0,0.03957783641,0,0
97,3,0,0,0.01886792453,19,1
97,3,0,0,0.02955665025,0,0
97,4,1,0,0.02696078431,3,1
97,4,6,0,0.04600484262,3,1
97,4,0,1,0.02127659574,0,0
97,4,0,0,0.02511415525,7,1
97,4,1,0,0.02696078431,3,1
97,4,0,0,0.04207920792,0,0
97,4,0,0,0.03651685393,4,1
97,5,2,0,0.01666666667,1,0
97,5,1,0,0.02421307506,0,0
97,5,1,0,0.04728132388,5,1
97,5,0,0,0.0195599022,5,1
97,5,0,0,0.0206185567,5,1
97,5,0,0,0.03617571059,7,1
97,5,1,0,0.03947368421,6,1
97,5,2,0,0.03341902314,9,1
97,5,0,0,0.02948402948,0,0
97,5,0,0,0.01492537313,10,1
97,5,1,0,0.03282828283,3,1
97,5,1,0,0.03233256351,6,1
97,5,0,0,0.04177545692,0,0
97,5,3,0,0.9708029197,4,1
97,5,0,0,0.02709359606,0,0
97,5,0,0,0.01336302895,5,1
96,1,0,1,0.07002188184,0,0
96,1,1,0,0.03651685393,3,1
96,1,0,0,0.02325581395,4,1
96,2,1,0,0.04221635884,2,0
96,2,0,0,0.04086538462,4,1
96,2,0,0,0.01785714286,0,0
96,2,1,0,0.03007518797,22,1
96,3,0,0,0.04719101124,4,1
96,3,1,0,0.01156069364,2,0
96,3,0,0,0.03081232493,7,1
96,4,0,0,0.02588235294,0,0
96,4,2,0,0.03601108033,0,0
96,4,0,0,0.03896103896,3,1
96,4,0,0,0.03482587065,6,1
96,4,0,0,0.06490384615,0,0
96,5,0,0,0.01687763713,0,0
96,5,4,0,0.02398081535,5,1
96,5,0,0,0.03773584906,4,1
96,5,0,0,0.03349282297,3,1
96,5,1,0,0.01675977654,0,0
96,5,2,0,0.02116402116,3,1
96,5,5,0,0.07537688442,1,0
96,5,0,0,0.08666666667,0,0
96,5,0,0,0.03562340967,0,0
96,5,0,0,0.03733333333,4,1
96,5,1,0,0.02242152466,4,1
96,5,0,0,0.03733333333,4,1
96,5,4,0,0.03258145363,1,0
96,5,0,0,0.08791208791,4,1
96,5,6,1,0.02948402948,3,1
95,1,1,0,0.06388206388,7,1
95,1,1,0,0.1288056206,0,0
95,1,0,0,0.01969365427,0,0
95,2,1,0,0.03957783641,9,1
95,3,0,0,0.02644230769,3,1
95,3,0,0,0.01503759398,5,1
95,3,0,0,0.02992518703,3,1
95,4,0,0,0.02603036876,0,0
95,4,0,0,0.05737704918,2,0
95,4,0,0,0.02403846154,0,0
95,5,2,0,0.02762430939,6,1
95,5,1,0,0.0313253012,4,1
95,5,0,0,0.03571428571,0,0
95,5,0,0,1,1,0
95,5,0,0,0.03535353535,3,1
95,5,1,0,0.02732240437,6,1
95,5,1,0,0.02211302211,5,1
95,5,1,1,0.04379562044,0,0
95,5,1,0,0.02051282051,0,0
95,5,1,0,0.04066985646,3,1
95,5,0,0,0.08641975309,2,0
95,5,0,0,0.02657004831,0,0
95,5,1,0,0.04225352113,0,0
95,5,0,0,0.03389830508,4,1
94,1,0,0,0.0354767184,5,1
94,2,0,0,0.02558139535,0,0
94,3,0,0,0.03759398496,6,1
94,3,0,1,0.04815864023,0,0
94,3,0,0,0.03045685279,0,0
94,3,2,0,0.01937046005,1,0
94,3,0,0,0.02917771883,3,1
94,3,0,0,0.04545454545,8,1
94,4,0,0,0.02403846154,1,0
94,4,0,0,0.0534351145,1,0
94,4,0,0,0.02319587629,4,1
94,4,0,0,0.03309692671,0,0
94,5,2,0,0.0283286119,0,0
94,5,1,0,0.01923076923,4,1
94,5,0,0,0.04201680672,0,0
94,5,0,1,0.02619047619,0,0
94,5,5,0,0.0205655527,0,0
94,5,0,0,0.03045685279,5,1
94,5,0,0,0.02364066194,6,1
94,5,0,0,0.03382663848,0,0
94,5,0,0,0.03274559194,0,0
94,5,0,0,0.0780141844,13,1
94,5,2,0,0.02189781022,2,0
94,5,0,0,0.02717391304,4,1
94,5,0,0,0.09190371991,4,1
93,1,2,0,0.07103825137,5,1
93,1,0,0,0.02331606218,3,1
93,1,0,1,0.0180878553,4,1
93,3,0,0,0.02278481013,6,1
93,3,0,0,0.03278688525,4,1
93,4,1,0,0.03217821782,0,0
93,4,0,0,0.016,0,0
93,5,0,0,0.02801120448,5,1
93,5,0,1,0.04851752022,0,0
93,5,3,0,0.07,2,0
93,5,1,0,0.03389830508,12,1
93,5,0,0,0.03743315508,5,1
93,5,1,0,0.039408867,0,0
93,5,6,0,0.03260869565,1,0
93,5,0,0,0.06188118812,3,1
93,5,1,0,0.01794871795,0,0
93,5,2,0,0.03399433428,0,0
93,5,0,0,0.04136253041,0,0
93,5,0,0,0.01578947368,0,0
92,1,0,0,0.03488372093,0,0
92,1,9,0,0.05955334988,4,1
92,2,0,0,0.0197740113,5,1
92,4,3,0,0.0298102981,1,0
92,4,0,0,0.03012048193,0,0
92,4,0,0,0.032,3,1
92,4,0,0,0.02717391304,1,0
92,4,0,0,0.03532608696,4,1
92,5,0,0,0.0152284264,2,0
92,5,0,0,0.2005730659,0,0
92,5,2,0,0,1,0
92,5,1,0,0.02313624679,0,0
92,5,0,0,0.02577319588,0,0
92,5,2,0,0.05053191489,5,1
92,5,0,0,0.05128205128,0,0
92,5,0,0,0.02891566265,3,1
92,5,3,0,0.04582210243,0,0
92,5,0,0,0.04221635884,0,0
92,5,2,0,0.05053191489,5,1
92,5,0,0,0.03267973856,0,0
92,5,0,0,0.06714628297,3,1
92,5,0,0,0.03343465046,2,0
91,1,0,0,0.02425876011,11,1
91,1,0,1,0.0467032967,0,0
91,1,0,0,0.01917808219,12,1
91,1,0,0,0.03787878788,0,0
91,1,0,0,0.0343980344,4,1
91,2,0,0,0.03115264798,2,0
91,3,0,0,0.01587301587,23,1
91,3,1,0,0.07349665924,3,1
91,3,1,0,0.03157894737,1,0
91,3,1,0,0,16,1
91,4,0,0,0.006772009029,3,1
91,4,0,0,0.07042253521,3,1
91,4,0,0,0.01917808219,0,0
91,4,0,0,0.03069053708,4,1
91,4,0,0,0.0180878553,0,0
91,5,0,0,0.03473945409,2,0
91,5,1,0,0.06138107417,1,0
91,5,3,0,0.04747774481,3,1
91,5,3,0,0.03191489362,5,1
91,5,0,0,0.03287671233,5,1
91,5,0,0,0.01699716714,6,1
91,5,4,0,0.04009433962,1,0
91,5,1,0,0.02624671916,5,1
91,5,4,0,0.01928374656,3,1
90,1,0,0,0.02362204724,10,1
90,1,0,0,0.02419354839,1,0
90,1,0,0,0.01616628176,10,1
90,2,0,0,0.05099150142,0,0
90,2,0,0,0.01928374656,0,0
90,2,4,0,0.0527638191,0,0
90,2,0,0,0.0395480226,5,1
90,2,0,1,0.0205655527,3,1
90,4,0,0,0.03733333333,3,1
90,4,0,1,0.0216802168,1,0
90,4,0,0,0.02549575071,6,1
90,5,0,0,0.02631578947,6,1
90,5,0,0,0.05151515152,0,0
90,5,0,0,0.03812316716,1,0
90,5,1,0,0.03869047619,0,0
90,5,1,0,0.04481792717,0,0
90,5,3,0,0.03234501348,3,1
90,5,0,0,0.02604166667,0,0
90,5,1,0,0.03116883117,0,0
90,5,5,0,0.03768115942,1,0
90,5,0,0,0.03418803419,0,0
90,5,1,0,0.01724137931,7,1
90,5,2,0,0.02265372168,0,0
90,5,1,0,0.03047091413,6,1
90,5,0,0,0.08533333333,4,1
90,5,1,0,0.02416918429,3,1
90,5,0,0,0.01799485861,9,1
90,5,0,0,0.04639175258,1,0
89,1,0,0,0.0396039604,11,1
89,2,0,0,0.03141361257,3,1
89,4,0,0,0.01886792453,3,1
89,4,2,0,0.03092783505,0,0
89,4,0,0,0.0612745098,2,0
89,4,0,0,0.02535211268,3,1
89,5,0,0,0.02915451895,7,1
89,5,0,0,0.05247813411,4,1
89,5,1,0,0.02972972973,4,1
89,5,0,0,0.0365535248,0,0
89,5,0,0,0.02127659574,22,1
89,5,0,0,0.03278688525,4,1
89,5,0,0,0.02906976744,0,0
89,5,0,0,0.03693931398,11,1
89,5,4,0,0.06460674157,17,1
89,5,2,0,0.02769230769,1,0
89,5,2,0,0.03970223325,5,1
89,5,0,0,0.03048780488,3,1
89,5,1,0,0.0445026178,1,0
89,5,5,0,0.03058823529,11,1
89,5,1,0,0.02105263158,4,1
89,5,3,0,0.02253521127,1,0
89,5,0,0,0.02463054187,25,1
89,5,1,0,0.0355450237,16,1
89,5,1,1,0.02673796791,13,1
89,5,1,0,0.02717391304,9,1
89,5,0,0,0.0296735905,5,1
89,5,2,0,0.01876675603,14,1
89,5,2,0,0.048,0,0
88,1,0,0,0.02857142857,1,0
88,1,0,0,0.02528089888,0,0
88,1,1,0,0.0207253886,0,0
88,3,3,0,0.02017291066,0,0
88,3,1,0,0.03333333333,1,0
88,3,4,0,0.04370179949,1,0
88,3,0,0,0.01485148515,7,1
88,4,2,0,0.01866666667,10,1
88,4,1,1,0.0272479564,0,0
88,5,0,0,0.07523510972,5,1
88,5,5,0,0.01704545455,3,1
88,5,0,0,0.03405572755,0,0
88,5,0,0,0.06415929204,0,0
88,5,2,0,0.07616707617,6,1
88,5,0,0,0.02525252525,2,0
88,5,3,0,0.0261627907,0,0
88,5,2,0,0.04411764706,0,0
88,5,1,0,0.02670623145,6,1
88,5,0,1,0.04113924051,6,1
87,1,0,0,0.03045685279,5,1
87,1,0,0,0.04126984127,1,0
87,1,0,0,0.01971830986,1,0
87,1,1,0,0.02848101266,0,0
87,1,0,0,0.03125,3,1
87,1,0,0,0.03661971831,4,1
87,2,0,0,0.04456824513,3,1
87,4,0,0,0.02017291066,0,0
87,4,1,0,0.0328358209,0,0
87,4,0,0,0.03367875648,2,0
87,4,0,0,0.04178272981,11,1
87,4,1,0,0.0349127182,1,0
87,4,0,0,0.01511335013,5,1
87,5,0,0,0.04829545455,3,1
87,5,0,0,0.0216802168,4,1
87,5,0,0,0.03174603175,1,0
87,5,0,0,0.02659574468,0,0
87,5,2,0,0.02702702703,4,1
87,5,1,0,0.02739726027,1,0
87,5,2,0,0.02493074792,0,0
87,5,0,0,0.02689486553,5,1
87,5,0,0,0.01799485861,5,1
87,5,1,0,0.03519061584,2,0
87,5,1,0,0.06358381503,2,0
87,5,3,0,0.03324099723,2,0
87,5,0,0,0.02906976744,8,1
86,1,0,0,0.01949860724,0,0
86,1,5,1,0.02997275204,4,1
86,3,0,0,0.04191616766,0,0
86,3,0,0,0.02614379085,1,0
86,4,0,0,0.0218579235,1,0
86,4,0,0,0.0296735905,0,0
86,4,0,0,0.1049868766,7,1
86,4,0,0,0.03428571429,0,0
86,4,0,1,0.06358381503,1,0
86,4,0,0,0.02077151335,2,0
86,5,0,0,0.0243902439,3,1
86,5,0,0,0.03134796238,1,0
86,5,0,0,0.03759398496,2,0
86,5,0,0,0.02976190476,0,0
86,5,1,0,0.0411311054,18,1
86,5,0,0,0.02506963788,3,1
86,5,0,1,0.02416918429,1,0
86,5,0,0,0.03134796238,0,0
86,5,0,0,0.03342618384,0,0
86,5,2,0,0.02110817942,12,1
86,5,0,0,0.03560830861,4,1
86,5,1,0,0.02162162162,0,0
86,5,0,0,0.03724928367,3,1
86,5,2,0,0.02110817942,12,1
86,5,0,0,0.04142011834,0,0
86,5,1,0,0.07754010695,8,1
86,5,1,1,0.01994301994,10,1
86,5,0,0,0.01340482574,0,0
86,5,0,0,0.01759530792,1,0
86,5,2,0,0.03116147309,1,0
86,5,0,0,0.0411311054,1,0
85,1,0,0,0.0216802168,3,1
85,1,0,0,0.02557544757,5,1
85,1,0,0,0.05378973105,3,1
85,2,0,0,0.04918032787,0,0
85,3,0,0,0.01342281879,0,0
85,3,0,0,0.03115264798,2,0
85,4,0,0,0.02666666667,5,1
85,4,1,0,0.0197044335,3,1
85,4,1,0,0.0197044335,3,1
85,4,2,0,0.02912621359,1,0
85,4,0,0,0.01764705882,3,1
85,4,0,1,0.04057971014,0,0
85,5,0,1,0.02162162162,0,0
85,5,0,0,0.02571428571,0,0
85,5,0,0,0.04531722054,1,0
85,5,1,0,0.0182767624,6,1
85,5,1,0,0.02879581152,0,0
85,5,1,0,0.02652519894,0,0
85,5,1,0,0.03045685279,0,0
85,5,3,0,0.04347826087,0,0
85,5,3,0,0.01754385965,4,1
85,5,0,0,0.02459016393,0,0
85,5,5,0,0.2544987147,0,0
85,5,0,0,0.02461538462,2,0
85,5,0,0,0.01208459215,0,0
85,5,0,0,0,1,0
85,5,0,0,0.04411764706,1,0
84,1,1,0,0.08484848485,7,1
84,1,0,0,0.01851851852,9,1
84,1,1,0,0.08484848485,7,1
84,2,0,0,0.04011461318,1,0
84,3,0,0,0.02608695652,3,1
84,3,0,0,0.04843304843,4,1
84,3,0,0,0.05057471264,15,1
84,4,0,0,0.01834862385,14,1
84,4,3,0,0,0,0
84,4,0,0,0.01524390244,0,0
84,4,0,0,0.01644736842,0,0
84,4,0,0,0.03551912568,2,0
84,5,0,0,0.02108433735,4,1
84,5,2,0,0.01807228916,0,0
84,5,1,0,0.04558404558,10,1
84,5,0,0,0.03767123288,0,0
84,5,0,0,0.01966292135,4,1
84,5,8,0,0.02865329513,1,0
84,5,0,0,0.02525252525,3,1
84,5,2,0,0.02127659574,9,1
84,5,1,0,0.02960526316,0,0
84,5,2,0,0.03098591549,4,1
84,5,3,0,0.03571428571,1,0
84,5,0,0,0.02808988764,1,0
84,5,0,0,0.0383480826,23,1
84,5,0,0,0.03421052632,5,1
84,5,1,0,0.01690821256,0,0
84,5,2,0,0.04941860465,3,1
84,5,12,0,0.03355704698,1,0
84,5,3,0,0.07297297297,69,1
84,5,2,0,0.03682719547,26,1
84,5,4,0,0.03058103976,0,0
84,5,0,0,0.02030456853,3,1
83,1,0,0,0.03005464481,4,1
83,1,1,0,0.01928374656,3,1
83,4,0,0,0.03273809524,0,0
83,4,1,0,0.02777777778,2,0
83,4,0,0,0.03560830861,6,1
83,4,0,0,0.04081632653,2,0
83,5,3,0,0.0244648318,4,1
83,5,4,0,0.02949852507,0,0
83,5,0,0,0.01176470588,28,1
83,5,0,0,0.04823151125,1,0
83,5,0,0,0.01587301587,0,0
83,5,0,0,0.02948402948,25,1
83,5,0,0,0.01552795031,0,0
83,5,4,0,0.08443271768,6,1
83,5,1,0,0.03005464481,2,0
83,5,0,0,0.01851851852,0,0
83,5,3,0,0.04960835509,9,1
83,5,0,0,0.04559270517,2,0
83,5,2,0,0.04307692308,3,1
83,5,1,0,0.027100271,0,0
83,5,0,0,0.0358056266,0,0
83,5,0,0,0.02,3,1
83,5,0,0,0.03003003003,0,0
82,1,2,0,0.07901234568,1,0
82,1,0,0,0.02388059701,3,1
82,1,0,0,0.02875399361,4,1
82,1,2,0,0.03225806452,4,1
82,1,4,0,0.0198019802,2,0
82,2,0,0,0.0298102981,1,0
82,3,0,0,0.03468208092,0,0
82,3,1,0,0.03234501348,2,0
82,4,0,0,0.0393442623,0,0
82,4,1,0,0.03536977492,5,1
82,4,0,0,0.02808988764,3,1
82,4,0,0,0.02857142857,4,1
82,5,3,0,0.01496259352,11,1
82,5,0,0,0.04154302671,0,0
82,5,0,0,0.04255319149,2,0
82,5,0,0,0.03823529412,14,1
82,5,0,0,0.02352941176,0,0
82,5,0,0,0.0197740113,0,0
82,5,1,0,0.04088050314,3,1
82,5,1,0,0.02416918429,4,1
82,5,0,0,0.02387267905,7,1
82,5,0,0,0.01515151515,0,0
82,5,0,0,0.03987730061,1,0
82,5,1,0,0.02461538462,0,0
82,5,0,0,0.01449275362,0,0
82,5,3,0,0.02564102564,10,1
82,5,1,1,0.03343465046,10,1
82,5,1,0,0.0262295082,9,1
82,5,3,0,0.02564102564,10,1
82,5,0,0,0.048,19,1
82,5,0,0,0.03125,3,1
82,5,0,0,0.04672897196,9,1
82,5,2,0,0.05899705015,0,0
81,1,0,0,0.03343465046,11,1
81,1,1,0,0.04788732394,3,1
81,2,0,0,0.02127659574,0,0
81,2,0,0,0.03658536585,12,1
81,2,0,0,0.06216216216,0,0
81,3,0,0,0,0,0
81,4,0,0,0.02099737533,7,1
81,4,0,0,0.01904761905,0,0
81,4,4,0,0.02786377709,0,0
81,5,2,0,0.02266288952,32,1
81,5,1,0,0.03076923077,3,1
81,5,0,0,0.02,1,0
81,5,1,0,0.01700680272,16,1
81,5,0,0,0.03115264798,3,1
81,5,0,0,0.02108433735,5,1
81,5,0,0,0.02108433735,1,0
81,5,1,0,0.03614457831,1,0
81,5,3,0,0.09039548023,3,1
81,5,0,0,1,1,0
81,5,2,0,0.01840490798,0,0
81,5,0,0,0.04958677686,0,0
81,5,0,0,0.03536977492,3,1
81,5,1,0,0.0174563591,7,1
81,5,0,0,0.02108433735,5,1
81,5,1,0,0.02452316076,8,1
81,5,0,0,0.02380952381,0,0
81,5,0,0,0.02872062663,2,0
81,5,0,0,0.03316326531,11,1
80,1,0,0,0.1881443299,8,1
80,1,4,0,0.03264094955,3,1
80,1,1,0,0.03899721448,4,1
80,1,0,1,0.04619565217,0,0
80,2,0,0,0.02670623145,4,1
80,3,0,0,0.04221635884,0,0
80,3,0,0,0.05925925926,0,0
80,3,1,0,0.02127659574,11,1
80,4,0,0,0.04285714286,1,0
80,4,0,0,0.02139037433,0,0
80,4,1,0,0.04360465116,7,1
80,5,3,0,0.04464285714,5,1
80,5,2,0,0.01966292135,0,0
80,5,0,0,0.028125,6,1
80,5,0,0,0.0197740113,1,0
80,5,1,0,0.03296703297,3,1
80,5,2,0,0.04109589041,0,0
80,5,1,0,0.05759162304,7,1
80,5,0,0,0.03133159269,10,1
80,5,0,0,0.03151862464,3,1
80,5,0,0,0.02114803625,10,1
80,5,2,0,0.1608832808,0,0
80,5,0,0,0.03582089552,3,1
80,5,0,0,0.01857585139,10,1
80,5,0,0,0.05882352941,0,0
80,5,0,0,0.04143646409,0,0
80,5,3,0,0.04464285714,5,1
80,5,1,0,0.02588996764,0,0
79,1,0,0,0.0296735905,5,1
79,1,0,1,0.05841924399,16,1
79,1,0,0,0.0229226361,3,1
79,1,0,0,0.02402402402,3,1
79,1,1,1,0.06153846154,7,1
79,1,4,0,0.0433604336,2,0
79,1,1,0,0.04137931034,6,1
79,1,1,0,0.0296735905,3,1
79,2,0,1,0.03797468354,3,1
79,3,0,0,0.01948051948,0,0
79,3,1,0,0.04281345566,0,0
79,4,0,0,0.03384615385,4,1
79,4,0,0,0.03384615385,4,1
79,4,0,0,0.02898550725,1,0
79,4,0,0,0.03780068729,13,1
79,5,0,0,0.0325732899,0,0
79,5,2,0,0.02134146341,9,1
79,5,0,0,0.03289473684,3,1
79,5,0,0,0.03428571429,10,1
79,5,1,0,0.02222222222,0,0
79,5,0,0,0.01543209877,0,0
79,5,1,0,0.03846153846,4,1
79,5,1,0,0.04290429043,4,1
79,5,5,0,0.02492211838,4,1
79,5,0,0,0.04307692308,1,0
79,5,4,0,0.02180685358,0,0
79,5,0,0,0.04938271605,7,1
79,5,2,0,0.07692307692,7,1
79,5,1,0,0.04,3,1
79,5,4,0,0.05538461538,10,1
79,5,1,0,0.03225806452,10,1
79,5,0,0,0.03048780488,4,1
79,5,1,0,0.03921568627,5,1
79,5,2,0,0.04318936877,3,1
79,5,0,0,0.04518072289,1,0
79,5,0,0,0,3,1
79,5,2,0,0.05466237942,3,1
79,5,3,0,0.02071005917,1,0
79,5,0,0,0.0297029703,8,1
78,1,3,1,0.05681818182,8,1
78,1,0,0,0.03833865815,5,1
78,3,0,0,0.03857566766,6,1
78,3,1,0,0.01898734177,0,0
78,3,0,0,0.04934210526,3,1
78,3,0,0,0.01543209877,5,1
78,4,0,0,0.01869158879,1,0
78,4,0,0,0.03618421053,0,0
78,5,1,0,0.02915451895,1,0
78,5,1,0,0.02058823529,1,0
78,5,2,0,0.02729528536,3,1
78,5,0,0,0.02739726027,0,0
78,5,0,0,0.04827586207,13,1
78,5,0,0,0.02,0,0
78,5,2,0,0.04545454545,0,0
78,5,0,0,0.04081632653,2,0
78,5,1,0,0.02153846154,2,0
78,5,1,1,0.01420454545,5,1
78,5,0,0,0.03125,5,1
78,5,1,0,0.03647416413,5,1
78,5,0,0,0.05629139073,3,1
78,5,0,0,0.0296735905,12,1
78,5,2,0,0.0318627451,0,0
78,5,4,0,0.03012048193,0,0
78,5,1,1,0.02110817942,9,1
78,5,0,0,0.02259887006,1,0
77,1,0,0,0.01572327044,1,0
77,1,0,0,0.046875,2,0
77,1,0,0,0.05214723926,16,1
77,1,0,0,0.046875,2,0
77,1,1,0,0.06303724928,3,1
77,2,0,0,0.03621169916,3,1
77,2,0,0,0.02523659306,0,0
77,2,0,0,0.05846153846,5,1
77,2,0,0,0.03621169916,3,1
77,3,0,0,0.03378378378,1,0
77,3,0,0,0.03184713376,3,1
77,3,3,0,0.0253164557,0,0
77,3,0,0,0.02821316614,0,0
77,4,0,0,0.01453488372,0,0
77,4,0,1,0.01966292135,3,1
77,4,0,0,0.0350877193,5,1
77,4,0,0,0.01038062284,2,0
77,4,1,0,0.01916932907,3,1
77,4,0,0,0.03625377644,4,1
77,5,1,0,0.01941747573,8,1
77,5,1,0,0.02739726027,4,1
77,5,1,0,0.05431309904,1,0
77,5,2,0,0.05432098765,3,1
77,5,0,0,0.01219512195,1,0
77,5,1,0,0.02623906706,0,0
77,5,0,0,0.01524390244,0,0
77,5,1,0,0.03384615385,0,0
77,5,0,0,0.02693602694,0,0
77,5,1,0,0.02402402402,9,1
77,5,1,0,0.02990033223,0,0
77,5,4,0,0.01935483871,12,1
77,5,1,0,0.01764705882,2,0
76,1,0,0,0.01557632399,3,1
76,1,0,0,0.03892215569,4,1
76,1,0,0,0.03481012658,2,0
76,1,0,0,0.02875399361,0,0
76,3,0,0,0.02830188679,0,0
76,3,1,0,0.02348993289,4,1
76,3,0,0,0.01602564103,2,0
76,4,1,0,0.01519756839,7,1
76,5,2,0,0.07911392405,0,0
76,5,1,0,0.04716981132,2,0
76,5,11,0,0.007042253521,4,1
76,5,3,0,0.05362776025,0,0
76,5,1,0,0.1308900524,1,0
76,5,2,0,0.05280528053,2,0
76,5,5,0,0.0243902439,6,1
76,5,0,0,0.03663003663,3,1
76,5,0,0,0.0303030303,7,1
76,5,0,0,0.04152249135,11,1
76,5,0,0,0.03896103896,16,1
76,5,1,0,0.02013422819,4,1
76,5,2,0,0.01923076923,17,1
76,5,1,1,0.05044510386,3,1
76,5,3,0,0.05194805195,4,1
76,5,0,0,0.02476780186,5,1
76,5,0,0,0.03571428571,0,0
76,5,0,0,0.02670623145,3,1
76,5,1,0,0.03793103448,3,1
76,5,0,0,0.03267973856,0,0
76,5,0,0,0.01954397394,3,1
76,5,0,0,0.03114186851,2,0
75,1,0,0,0.02884615385,3,1
75,1,0,0,0.02317880795,10,1
75,2,0,0,0.06687898089,5,1
75,4,0,0,0.03886925795,4,1
75,4,2,0,0.02649006623,7,1
75,4,0,0,0.01650165017,4,1
75,4,0,0,0.02985074627,0,0
75,4,0,0,0.02431610942,0,0
75,5,12,0,0.03169014085,0,0
75,5,1,0,0.02430555556,0,0
75,5,0,0,0.02422145329,1,0
75,5,0,0,0.02702702703,3,1
75,5,0,0,0.01677852349,1,0
75,5,1,0,0.01607717042,1,0
75,5,0,0,0.0355987055,4,1
75,5,0,0,0.02702702703,4,1
75,5,2,0,0.0251396648,0,0
75,5,0,0,0.01277955272,3,1
75,5,9,1,0.04666666667,5,1
75,5,0,0,0.03896103896,0,0
75,5,0,0,0.04863221884,1,0
75,5,0,0,0.03039513678,1,0
75,5,0,0,0.0296735905,33,1
75,5,3,0,0.03611111111,0,0
75,5,1,0,0.02678571429,3,1
75,5,0,0,0.05033557047,0,0
74,1,1,0,0.02666666667,5,1
74,1,6,0,0.07645259939,13,1
74,1,0,0,0.05460750853,4,1
74,1,0,0,0.05460750853,4,1
74,1,1,0,0.01831501832,1,0
74,1,0,1,0.03870967742,3,1
74,2,0,0,0.03164556962,5,1
74,3,1,0,0.04545454545,0,0
74,4,2,0,0.04347826087,26,1
74,4,0,1,0.03947368421,1,0
74,4,0,0,0.01736111111,13,1
74,5,0,0,0.03289473684,0,0
74,5,2,0,0.03606557377,1,0
74,5,0,0,0.0298013245,0,0
74,5,0,0,0.040625,0,0
74,5,1,0,0.03521126761,0,0
74,5,0,0,0.04929577465,0,0
74,5,0,0,0.0332326284,14,1
74,5,0,0,0.036900369,0,0
74,5,1,0,0.04166666667,4,1
74,5,0,0,0.038585209,3,1
74,5,3,0,0.04761904762,0,0
74,5,3,0,0.04290429043,3,1
74,5,2,0,0.05639097744,1,0
74,5,2,1,0.08870967742,8,1
74,5,0,0,0.03343465046,0,0
73,1,0,0,0.01699716714,15,1
73,1,0,0,0.02909090909,4,1
73,1,1,0,0.06690140845,0,0
73,1,0,0,0.01618122977,6,1
73,2,0,0,0.03363914373,2,0
73,2,0,0,0.03484320557,1,0
73,3,0,0,0.03546099291,0,0
73,4,0,0,0.0404040404,1,0
73,4,0,0,0.01960784314,2,0
73,4,0,0,0.03164556962,1,0
73,4,0,0,0.05,5,1
73,4,1,0,0.02102102102,5,1
73,5,0,0,0.02413793103,8,1
73,5,1,0,0.02675585284,2,0
73,5,4,0,0.03399433428,3,1
73,5,2,0,0.01547987616,6,1
73,5,0,0,0.04089219331,0,0
73,5,0,0,0.009375,0,0
